date	hours	sales	transactions	items
2010-08-26	22	203.82	4	46
2010-08-27	8	8.280000000000001	2	2
2010-08-27	9	1695.1100000000006	56	497
2010-08-27	10	3328.9400000000014	88	959
2010-08-27	11	4451.950000000008	118	1141
2010-08-27	12	7042.329999999991	161	1913
2010-08-27	13	4664.400000000005	131	1140
2010-08-27	14	5901.490000000003	139	1500
2010-08-27	15	3891.400000000006	119	1039
2010-08-27	16	4505.8800000000065	126	1247
2010-08-27	17	5283.420000000006	137	1495
2010-08-27	18	4450.110000000006	135	1257
2010-08-27	19	4610.620000000007	132	1244
2010-08-27	20	4326.450000000004	115	1183
2010-08-27	21	2303.130000000003	62	635
2010-08-27	22	14.940000000000001	4	6
2010-08-28	8	9.969999999999999	2	3
2010-08-28	9	5119.020000000004	128	1315
2010-08-28	10	5507.420000000005	141	1478
2010-08-28	11	7051.569999999987	144	1945
2010-08-28	12	8513.309999999954	159	2193
2010-08-28	13	7680.309999999967	167	2051
2010-08-28	14	6031.309999998426	136	1672
2010-08-28	15	7678.5899999999665	157	2030
2010-08-28	16	5130.490000000008	150	1315
2010-08-28	17	7108.959999999977	162	2067
2010-08-28	18	5466.470000000005	147	1541
2010-08-28	19	3846.780000000006	110	1087
2010-08-28	20	3391.780000000002	84	923
2010-08-28	21	151.99000000000004	6	56
2010-08-29	8	57.91	1	5
2010-08-29	9	3634.7900000000045	80	1000
2010-08-29	10	4445.240000000009	125	1355
2010-08-29	11	6945.459999999996	160	1911
2010-08-29	12	7126.129999999991	173	2024
2010-08-29	13	7867.469999999958	163	2121
2010-08-29	14	5963.440000000008	147	1718
2010-08-29	15	7295.329999999982	152	2124
2010-08-29	16	7679.169999999962	164	2182
2010-08-29	17	7886.5899999999565	168	2270
2010-08-29	18	6513.290000000004	146	1805
2010-08-29	19	4786.570000000005	148	1387
2010-08-29	20	6196.450000000005	127	1789
2010-08-29	21	435.7700000000001	8	106
2010-08-30	9	1664.3200000000004	57	469
2010-08-30	10	3566.1600000000044	80	918
2010-08-30	11	4611.180000000007	116	1294
2010-08-30	12	6119.410000000011	133	1592
2010-08-30	13	5020.010000000009	154	1378
2010-08-30	14	4205.800000000007	114	1228
2010-08-30	15	4057.940000000006	124	1059
2010-08-30	16	3910.0800000000063	115	1145
2010-08-30	17	5933.150000000007	137	1694
2010-08-30	18	5559.780000000009	164	1581
2010-08-30	19	5578.1400000000085	138	1657
2010-08-30	20	6212.410000000007	164	1719
2010-08-30	21	3262.78999999999	92	1074
2010-08-30	22	8.98	1	2
2010-08-31	9	2401.020000000001	69	675
2010-08-31	10	2685.440000000002	70	771
2010-08-31	11	4458.660000000004	121	1250
2010-08-31	12	4774.779999999957	128	1391
2010-08-31	13	4759.610000000004	125	1324
2010-08-31	14	4783.440000000005	117	1266
2010-08-31	15	4361.120000000005	111	1152
2010-08-31	16	5681.9600000000055	152	1641
2010-08-31	17	4926.680000000008	155	1434
2010-08-31	18	4809.170000000007	151	1423
2010-08-31	19	4990.300000000009	139	1409
2010-08-31	20	5013.570000000009	136	1390
2010-08-31	21	3664.9600000000055	104	981
2010-08-31	22	35.71	2	10
2010-09-01	9	1841.3300000000008	70	535
2010-09-01	10	3933.640000000005	79	1031
2010-09-01	11	3561.3300000000063	119	999
2010-09-01	12	4287.190000000005	123	1152
2010-09-01	13	5131.050000000007	140	1350
2010-09-01	14	4813.440000000008	125	1209
2010-09-01	15	4090.120000000006	98	1044
2010-09-01	16	4217.9200000000055	122	1172
2010-09-01	17	5287.910000000011	142	1477
2010-09-01	18	5511.080000000003	168	1607
2010-09-01	19	5568.800000000007	154	1708
2010-09-01	20	4186.140000000007	118	1130
2010-09-01	21	3286.5800000000045	81	979
2010-09-01	22	2.66	1	1
2010-09-02	8	7.31	1	3
2010-09-02	9	2067.000000000001	67	569
2010-09-02	10	3146.7500000000027	80	778
2010-09-02	11	3383.1600000000044	99	906
2010-09-02	12	4221.730000000009	139	1128
2010-09-02	13	4412.030000000006	132	1281
2010-09-02	14	4436.840000000005	107	1116
2010-09-02	15	5511.0900000000065	127	1533
2010-09-02	16	5128.450000000006	125	1343
2010-09-02	17	4571.350000000008	134	1269
2010-09-02	18	4817.950000000006	134	1280
2010-09-02	19	3739.9500000000044	98	1103
2010-09-02	20	5085.430000000006	142	1427
2010-09-02	21	3118.470000000003	89	934
2010-09-02	22	98.67999999999999	3	25
2010-09-03	9	2019.96	68	496
2010-09-03	10	4947.950000000004	78	1340
2010-09-03	11	5518.050000000008	125	1400
2010-09-03	12	5962.0100000000075	158	1589
2010-09-03	13	6359.590000000003	143	1692
2010-09-03	14	5781.750000000007	130	1479
2010-09-03	15	5689.880000000004	129	1435
2010-09-03	16	6492.709999999999	167	1771
2010-09-03	17	7365.499999999974	185	1887
2010-09-03	18	6297.019999999997	149	1688
2010-09-03	19	4881.880000000007	137	1312
2010-09-03	20	3781.410000000005	106	1084
2010-09-03	21	2075.870000000001	59	579
2010-09-03	22	49.04999999999999	2	22
2010-09-04	8	3.49	1	1
2010-09-04	9	3800.0600000000054	90	1012
2010-09-04	10	6472.410000000007	118	1679
2010-09-04	11	7166.25999999998	138	1914
2010-09-04	12	7652.209999999966	172	1985
2010-09-04	13	7659.219999999963	164	2022
2010-09-04	14	5971.720000000004	144	1690
2010-09-04	15	7130.249999999989	154	1873
2010-09-04	16	6978.809999999986	144	1871
2010-09-04	17	6560.1799999999985	141	1693
2010-09-04	18	5052.120000000005	127	1364
2010-09-04	19	4748.720000000005	142	1309
2010-09-04	20	4502.890000000008	93	1244
2010-09-04	21	156.83	5	43
2010-09-05	8	29.22	2	12
2010-09-05	9	3486.160000000004	78	908
2010-09-05	10	4800.8300000000045	115	1257
2010-09-05	11	7371.369999999976	152	1958
2010-09-05	12	6995.919999999989	132	1809
2010-09-05	13	5286.860000000004	126	1410
2010-09-05	14	6589.61	135	1816
2010-09-05	15	6140.250000000004	134	1697
2010-09-05	16	6243.560000000003	144	1753
2010-09-05	17	5819.770000000008	160	1597
2010-09-05	18	6605.050000000001	157	1826
2010-09-05	19	4033.690000000005	102	1167
2010-09-05	20	3508.930000000005	101	942
2010-09-06	8	3.49	1	1
2010-09-06	9	1885.5900000000006	60	539
2010-09-06	10	3528.520000000004	82	1028
2010-09-06	11	5212.570000000007	123	1515
2010-09-06	12	7346.58999999998	153	1957
2010-09-06	13	5466.480000000004	139	1529
2010-09-06	14	6775.819999999995	160	1920
2010-09-06	15	6782.149999999991	155	1833
2010-09-06	16	8994.469999999923	176	2464
2010-09-06	17	7780.949999999959	173	2203
2010-09-06	18	7379.229999999978	157	2164
2010-09-06	19	2701.3700000000017	85	804
2010-09-06	20	3109.7800000000016	71	912
2010-09-06	21	321.14999999999986	19	114
2010-09-07	9	2806.200000000002	72	715
2010-09-07	10	4219.140000000008	94	1108
2010-09-07	11	5396.740000000006	125	1515
2010-09-07	12	5532.280000000006	143	1520
2010-09-07	13	5870.340000000004	145	1507
2010-09-07	14	4592.480000000005	124	1220
2010-09-07	15	5616.730000000001	135	1499
2010-09-07	16	5575.000000000004	134	1375
2010-09-07	17	6145.9000000000015	176	1771
2010-09-07	18	5637.670000000008	175	1592
2010-09-07	19	6579.060000000001	170	1859
2010-09-07	20	3673.600000000004	111	1040
2010-09-07	21	3370.600000000004	100	992
2010-09-07	22	34.129999999999995	4	17
2010-09-08	8	15.860000000000001	1	3
2010-09-08	9	1500.3300000000006	64	454
2010-09-08	10	3453.9600000000046	78	798
2010-09-08	11	4940.510000000004	116	1248
2010-09-08	12	4527.270000000007	125	1244
2010-09-08	13	5129.730000000005	146	1384
2010-09-08	14	4057.110000000005	120	1104
2010-09-08	15	6676.879999999996	137	1702
2010-09-08	16	4823.1800000000085	133	1327
2010-09-08	17	5689.020000000004	149	1602
2010-09-08	18	4679.4500000000035	145	1220
2010-09-08	19	5561.850000000005	147	1656
2010-09-08	20	3719.2100000000055	110	1077
2010-09-08	21	2556.810000000002	75	743
2010-09-08	22	38.46	3	20
2010-09-09	8	3.98	1	2
2010-09-09	9	1876.3700000000008	56	484
2010-09-09	10	2791.180000000003	80	735
2010-09-09	11	3825.1000000000045	103	1032
2010-09-09	12	5289.750000000006	139	1385
2010-09-09	13	5536.1200000000035	139	1509
2010-09-09	14	4924.120000000006	114	1291
2010-09-09	15	4963.8800000000065	127	1215
2010-09-09	16	4438.170000000005	132	1224
2010-09-09	17	5848.730000000006	145	1403
2010-09-09	18	5476.410000000004	159	1521
2010-09-09	19	4415.800000000008	146	1271
2010-09-09	20	4259.92000000074	115	1052
2010-09-09	21	2333.7300000000014	82	672
2010-09-09	22	15.13	1	7
2010-09-10	8	-3.3899999999999997	2	-1
2010-09-10	9	2385.040000000002	68	688
2010-09-10	10	2340.8700000000013	62	609
2010-09-10	11	3972.5800000000045	109	1012
2010-09-10	12	4826.600000000006	125	1275
2010-09-10	13	5812.960000000005	144	1580
2010-09-10	14	4658.2900000000045	135	1289
2010-09-10	15	4674.7399999999925	128	1255
2010-09-10	16	5617.070000000005	131	1567
2010-09-10	17	5016.580000000007	144	1402
2010-09-10	18	4867.980000000003	133	1402
2010-09-10	19	4232.640000000005	103	1166
2010-09-10	20	4005.910000000008	110	1103
2010-09-10	21	2468.9100000000017	70	717
2010-09-10	22	238.46999999999997	2	30
2010-09-11	8	8.86	2	4
2010-09-11	9	4171.200000000005	104	1093
2010-09-11	10	4808.040000000005	106	1238
2010-09-11	11	7810.969999999955	149	2038
2010-09-11	12	7922.059999999957	153	1970
2010-09-11	13	8331.509999999933	179	2139
2010-09-11	14	7081.069999999983	153	1981
2010-09-11	15	5798.089999998296	133	1599
2010-09-11	16	8328.379999999937	152	2125
2010-09-11	17	6833.299999999992	174	1869
2010-09-11	18	5942.3700000000035	138	1695
2010-09-11	19	4536.500000000002	119	1197
2010-09-11	20	3784.5000000000045	89	1043
2010-09-11	21	376.57000000000005	7	69
2010-09-12	8	8.25	2	4
2010-09-12	9	4003.6600000000017	82	1034
2010-09-12	10	6728.329999999991	142	1816
2010-09-12	11	7325.789999999981	160	2025
2010-09-12	12	7814.309999999961	178	2135
2010-09-12	13	7253.219999999978	146	1926
2010-09-12	14	6920.959999999991	147	1782
2010-09-12	15	7633.179999999971	169	2144
2010-09-12	16	8375.089999999938	185	2341
2010-09-12	17	7044.25999999999	171	2027
2010-09-12	18	8851.969999999912	180	2382
2010-09-12	19	5880.400000000004	143	1755
2010-09-12	20	5356.970000000007	122	1476
2010-09-12	21	45.94	2	13
2010-09-13	8	16.1	2	3
2010-09-13	9	2537.550000000003	72	632
2010-09-13	10	4749.900000000006	95	1256
2010-09-13	11	4634.960000000005	110	1253
2010-09-13	12	5824.990000000001	139	1516
2010-09-13	13	4717.010000000004	125	1274
2010-09-13	14	4811.090000000002	117	1184
2010-09-13	15	3786.930000000005	101	1046
2010-09-13	16	6150.560000000001	145	1723
2010-09-13	17	5705.110000000002	163	1640
2010-09-13	18	8207.549999999943	193	2317
2010-09-13	19	4488.150000000005	147	1357
2010-09-13	20	4256.480000000005	120	1178
2010-09-13	21	3100.990000000004	94	922
2010-09-13	22	1.97	1	1
2010-09-14	8	25.639999999999997	3	6
2010-09-14	9	1206.8700000000006	49	329
2010-09-14	10	3910.9500000000044	103	1001
2010-09-14	11	3867.8400000000047	94	1014
2010-09-14	12	4810.7100000000055	151	1280
2010-09-14	13	4462.180000000004	123	1157
2010-09-14	14	5266.320000000006	133	1480
2010-09-14	15	4520.690000000005	125	1205
2010-09-14	16	4083.6200000000044	127	1233
2010-09-14	17	4504.640000000006	144	1276
2010-09-14	18	4748.910000000005	140	1304
2010-09-14	19	5501.010000000006	143	1460
2010-09-14	20	3864.9900000000057	110	1108
2010-09-14	21	2855.6900000000032	76	745
2010-09-15	8	9.75	1	4
2010-09-15	9	1860.5600000000013	66	471
2010-09-15	10	3922.2700000000054	89	960
2010-09-15	11	4533.120000000006	97	1272
2010-09-15	12	4895.730000000007	126	1386
2010-09-15	13	5105.569999999981	119	1301
2010-09-15	14	4757.640000000006	139	1344
2010-09-15	15	5384.370000000004	129	1423
2010-09-15	16	6053.370000000005	141	1511
2010-09-15	17	5867.960000000001	146	1512
2010-09-15	18	6633.459999999996	178	1944
2010-09-15	19	3206.560000000002	101	928
2010-09-15	20	3424.3600000000056	85	969
2010-09-15	21	2712.590000000001	70	693
2010-09-15	22	24.16	2	13
2010-09-16	8	7.99	2	1
2010-09-16	9	1805.080000000001	70	469
2010-09-16	10	3356.3200000000033	93	898
2010-09-16	11	4801.140000000008	126	1372
2010-09-16	12	6130.540000000003	148	1537
2010-09-16	13	4713.370000000006	133	1271
2010-09-16	14	4747.370000000007	119	1284
2010-09-16	15	4990.390000000006	131	1327
2010-09-16	16	4845.170000000007	139	1289
2010-09-16	17	5063.190000000008	136	1384
2010-09-16	18	5862.780000000007	165	1702
2010-09-16	19	5340.010000000005	152	1473
2010-09-16	20	4265.860000000005	104	1172
2010-09-16	21	2080.5900000000015	63	571
2010-09-16	22	83.09	4	40
2010-09-17	9	2071.530000000001	67	532
2010-09-17	10	3824.470000000003	91	1043
2010-09-17	11	5163.550000000005	125	1300
2010-09-17	12	6652.299999999997	148	1717
2010-09-17	13	6037.880000000003	172	1671
2010-09-17	14	5614.609999999976	152	1569
2010-09-17	15	3921.1000000000054	103	1055
2010-09-17	16	5447.040000000007	131	1455
2010-09-17	17	5571.870000000006	157	1524
2010-09-17	18	4917.530000000006	133	1305
2010-09-17	19	4685.770000000008	140	1359
2010-09-17	20	3095.2000000000025	92	969
2010-09-17	21	2427.8600000000015	67	705
2010-09-17	22	210.33999999999995	6	41
2010-09-18	8	11.55	2	5
2010-09-18	9	3639.1000000000035	88	969
2010-09-18	10	5810.270000000001	123	1481
2010-09-18	11	5315.920000000007	140	1490
2010-09-18	12	7293.74999999998	163	1950
2010-09-18	13	7688.919999999964	165	2071
2010-09-18	14	6706.779999999999	151	1777
2010-09-18	15	6820.149999999994	157	1864
2010-09-18	16	7340.659999999973	158	1890
2010-09-18	17	6657.139999999996	152	1849
2010-09-18	18	5704.510000000005	151	1500
2010-09-18	19	5132.760000000006	120	1394
2010-09-18	20	3720.390000000005	94	1057
2010-09-18	21	150.76	4	42
2010-09-19	9	3274.6600000000035	86	922
2010-09-19	10	5011.000000000006	113	1427
2010-09-19	11	8261.009999999944	153	2169
2010-09-19	12	8983.279999999906	195	2412
2010-09-19	13	8849.969999999916	178	2488
2010-09-19	14	5490.820000000008	137	1535
2010-09-19	15	7816.059999999965	157	2255
2010-09-19	16	7842.33999999996	162	2117
2010-09-19	17	7782.9499999999625	174	2365
2010-09-19	18	7409.269999999977	181	2199
2010-09-19	19	6801.049999999994	172	1899
2010-09-19	20	4632.470000000005	122	1356
2010-09-19	21	567.9900000000004	13	155
2010-09-20	9	1895.0600000000009	59	495
2010-09-20	10	4090.4300000000057	87	1090
2010-09-20	11	3793.380000000005	121	1027
2010-09-20	12	4446.640000000005	139	1204
2010-09-20	13	5839.230000000005	133	1495
2010-09-20	14	5436.560000000005	117	1473
2010-09-20	15	6643.689999999993	148	1743
2010-09-20	16	5105.4200000000055	131	1396
2010-09-20	17	5681.460000000005	151	1671
2010-09-20	18	6062.770000000002	176	1726
2010-09-20	19	5879.400000000003	156	1780
2010-09-20	20	4157.700000000004	112	1178
2010-09-20	21	2669.940000000002	71	825
2010-09-20	22	82.15	3	19
2010-09-21	8	-110.49000000000001	2	1
2010-09-21	9	1988.3800000000015	65	546
2010-09-21	10	3335.4500000000035	78	894
2010-09-21	11	4982.680000000005	118	1244
2010-09-21	12	5080.120000000005	138	1394
2010-09-21	13	5472.290000000006	157	1464
2010-09-21	14	4077.1700000000037	116	1114
2010-09-21	15	3232.160000000006	107	933
2010-09-21	16	4388.160000000006	129	1223
2010-09-21	17	6346.780000000004	148	1665
2010-09-21	18	5203.470000000007	139	1476
2010-09-21	19	5190.990000000002	144	1390
2010-09-21	20	3647.600000000005	105	936
2010-09-21	21	3233.8600000000033	90	887
2010-09-21	22	82.29	3	24
2010-09-22	8	7.98	1	3
2010-09-22	9	1777.0000000000005	64	393
2010-09-22	10	3155.470000000003	78	730
2010-09-22	11	4597.4200000000055	123	1184
2010-09-22	12	5950.660000000005	138	1543
2010-09-22	13	5132.210000000006	137	1283
2010-09-22	14	3918.0200000000023	112	1033
2010-09-22	15	5370.320000000005	140	1378
2010-09-22	16	5289.450000000006	135	1430
2010-09-22	17	4882.450000000004	126	1375
2010-09-22	18	4753.180000000007	144	1327
2010-09-22	19	5986.470000000005	154	1695
2010-09-22	20	3214.610000000003	101	889
2010-09-22	21	2873.5800000000027	60	725
2010-09-22	22	77.17	4	32
2010-09-23	9	1366.270000000001	54	368
2010-09-23	10	3458.6600000000053	75	819
2010-09-23	11	4208.740000000006	108	1077
2010-09-23	12	3971.8500000000067	102	1174
2010-09-23	13	4245.990000000006	107	1172
2010-09-23	14	5381.760000000006	110	1296
2010-09-23	15	4623.850000000005	114	1204
2010-09-23	16	5935.710000000002	147	1454
2010-09-23	17	4523.580000000008	127	1215
2010-09-23	18	4759.290000000005	145	1299
2010-09-23	19	3780.7500000000036	114	978
2010-09-23	20	3025.560000000003	98	863
2010-09-23	21	2367.530000000001	86	673
2010-09-23	22	17.36	2	8
2010-09-24	8	5.49	2	1
2010-09-24	9	1442.9600000000005	57	426
2010-09-24	10	3151.9000000000033	77	850
2010-09-24	11	5830.190000000008	142	1546
2010-09-24	12	5453.100000000008	153	1457
2010-09-24	13	5865.590000000007	158	1548
2010-09-24	14	5955.039999999998	121	1418
2010-09-24	15	5458.710000000005	140	1519
2010-09-24	16	6428.67	141	1650
2010-09-24	17	5916.090000000005	153	1623
2010-09-24	18	5623.840000000006	149	1560
2010-09-24	19	5043.490000000007	147	1461
2010-09-24	20	3649.970000000004	103	1059
2010-09-24	21	1915.1400000000008	55	546
2010-09-24	22	111.77000000000001	2	27
2010-09-25	9	3557.430000000004	76	906
2010-09-25	10	5854.250000000007	130	1536
2010-09-25	11	7658.189999999969	150	2074
2010-09-25	12	6434.900000000003	162	1832
2010-09-25	13	7368.3899999999785	148	2005
2010-09-25	14	7754.339999999966	154	2159
2010-09-25	15	7613.219999999972	176	2168
2010-09-25	16	6373.94	162	1792
2010-09-25	17	6008.670000000007	148	1719
2010-09-25	18	4458.260000000006	150	1256
2010-09-25	19	4623.900000000007	115	1253
2010-09-25	20	3694.8900000000067	93	977
2010-09-25	21	528.7600000000001	11	126
2010-09-26	9	3248.420000000003	82	850
2010-09-26	10	5872.4200000000055	131	1655
2010-09-26	11	6652.369999999998	123	1776
2010-09-26	12	7964.4599999999455	168	2158
2010-09-26	13	8042.159999999935	162	2339
2010-09-26	14	6393.659999999997	146	1677
2010-09-26	15	6812.979999999996	164	1812
2010-09-26	16	7717.239999999958	160	2163
2010-09-26	17	8977.319999999914	185	2455
2010-09-26	18	8481.359999999931	177	2442
2010-09-26	19	5300.640000000009	103	1521
2010-09-26	20	3807.7200000000043	102	1088
2010-09-26	21	454.8100000000001	13	127
2010-09-27	8	5.68	1	2
2010-09-27	9	1631.2400000000002	58	479
2010-09-27	10	3165.3700000000026	82	853
2010-09-27	11	3679.750000000005	92	976
2010-09-27	12	4416.110000000007	139	1132
2010-09-27	13	5094.440000000004	123	1416
2010-09-27	14	6321.419999999976	130	1514
2010-09-27	15	4368.360000000005	118	1222
2010-09-27	16	5097.190000000008	136	1474
2010-09-27	17	5518.0400000000045	157	1568
2010-09-27	18	5949.390000000005	166	1657
2010-09-27	19	4139.3300000000045	129	1218
2010-09-27	20	4563.1000000000095	112	1303
2010-09-27	21	2454.6100000000015	81	785
2010-09-27	22	156.56	3	45
2010-09-28	9	1698.0700000000004	46	342
2010-09-28	10	3149.140000000003	96	824
2010-09-28	11	5316.490000000005	117	1316
2010-09-28	12	4670.170000000007	122	1272
2010-09-28	13	4298.940000000006	128	1063
2010-09-28	14	4079.640000000006	115	1094
2010-09-28	15	4614.260000000006	106	1279
2010-09-28	16	4185.520000000006	124	1131
2010-09-28	17	5042.960000000009	140	1483
2010-09-28	18	4671.109999999962	143	1400
2010-09-28	19	4151.420000000005	133	1202
2010-09-28	20	3147.6200000000017	101	944
2010-09-28	21	2918.9700000000034	67	751
2010-09-28	22	350.66999999999996	3	55
2010-09-29	9	1871.0900000000006	74	545
2010-09-29	10	3596.4900000000034	80	828
2010-09-29	11	2184.8700000000003	86	627
2010-09-29	12	4386.930000000006	122	1206
2010-09-29	13	5349.8000000000075	136	1382
2010-09-29	14	5355.380000000003	130	1469
2010-09-29	15	4811.4000000001915	107	1321
2010-09-29	16	4504.260000000007	119	1261
2010-09-29	17	4454.410000000006	124	1174
2010-09-29	18	4248.620000000005	128	1185
2010-09-29	19	3664.7400000000034	152	1115
2010-09-29	20	4791.180000000008	120	1272
2010-09-29	21	3077.350000000004	94	862
2010-09-29	22	403.03	8	112
2010-09-30	8	13.440000000000001	2	6
2010-09-30	9	1524.5200000000007	59	442
2010-09-30	10	2156.460000000002	66	657
2010-09-30	11	4785.890000000007	118	1119
2010-09-30	12	4796.720000000007	122	1190
2010-09-30	13	4774.550000000007	121	1256
2010-09-30	14	3447.840000000003	115	847
2010-09-30	15	4077.2100000000064	114	1103
2010-09-30	16	3568.450000000006	89	974
2010-09-30	17	4306.170000000004	126	1189
2010-09-30	18	4687.060000000005	122	1219
2010-09-30	19	5013.530000000007	132	1340
2010-09-30	20	4103.220000000005	114	1125
2010-09-30	21	2802.730000000003	95	851
2010-10-01	8	29.150000000000002	2	5
2010-10-01	9	2173.5200000000013	51	599
2010-10-01	10	4120.210000000004	86	1001
2010-10-01	11	6040.8300000000045	120	1619
2010-10-01	12	7188.43999999998	169	1855
2010-10-01	13	4368.160000000006	126	1155
2010-10-01	14	6050.280000000006	149	1589
2010-10-01	15	4781.550000000006	109	1273
2010-10-01	16	4688.6700000000055	121	1324
2010-10-01	17	6268.4800000000105	157	1758
2010-10-01	18	5530.759999999944	138	1525
2010-10-01	19	5063.530000000007	119	1408
2010-10-01	20	3860.2000000000025	98	997
2010-10-01	21	2339.8500000000017	59	594
2010-10-01	22	170.04999999999998	7	42
2010-10-02	9	4838.490000000006	82	1134
2010-10-02	10	6590.2800000000025	144	1668
2010-10-02	11	7350.739999999983	151	1941
2010-10-02	12	7729.679999999964	168	2064
2010-10-02	13	8473.969999999937	182	2208
2010-10-02	14	6801.679999999995	146	1911
2010-10-02	15	7765.0099999999675	165	2064
2010-10-02	16	8046.469999999948	173	2155
2010-10-02	17	7070.349999999988	144	1965
2010-10-02	18	4852.560000000007	144	1406
2010-10-02	19	4245.980000000005	132	1312
2010-10-02	20	3835.7500000000045	87	933
2010-10-02	21	526.8000000000001	5	111
2010-10-03	9	3155.710000000003	66	790
2010-10-03	10	4608.560000000007	102	1354
2010-10-03	11	8049.729999999957	159	2160
2010-10-03	12	8682.99999999992	184	2417
2010-10-03	13	7424.389999999983	169	2233
2010-10-03	14	9571.27999999991	188	2362
2010-10-03	15	7814.369999999961	172	2080
2010-10-03	16	8711.789999999926	189	2382
2010-10-03	17	8368.72999999994	193	2347
2010-10-03	18	7694.519999999965	174	2277
2010-10-03	19	5053.9200000000055	129	1422
2010-10-03	20	4572.150000000004	92	1217
2010-10-03	21	152.44	2	44
2010-10-04	8	27.8	3	8
2010-10-04	9	1884.4700000000007	56	542
2010-10-04	10	4245.150000000007	97	1191
2010-10-04	11	6086.579999999996	119	1583
2010-10-04	12	4602.100000000004	141	1236
2010-10-04	13	5257.450000000006	136	1371
2010-10-04	14	4498.400000000005	120	1334
2010-10-04	15	5198.590000000006	129	1387
2010-10-04	16	5842.860000000006	142	1612
2010-10-04	17	4976.090000000002	142	1356
2010-10-04	18	5574.730000000007	152	1606
2010-10-04	19	6853.179999999999	161	1975
2010-10-04	20	3946.4900000000057	105	1231
2010-10-04	21	4342.320000000005	99	1257
2010-10-04	22	58.24999999999999	3	25
2010-10-05	8	3.6799999999999997	2	2
2010-10-05	9	2203.6300000000006	62	526
2010-10-05	10	2679.7800000000016	83	746
2010-10-05	11	5189.760000000002	127	1182
2010-10-05	12	5254.070000000005	131	1436
2010-10-05	13	4487.280000000009	118	1189
2010-10-05	14	5263.550000000007	119	1455
2010-10-05	15	3496.810000000003	111	979
2010-10-05	16	5611.130000000004	143	1631
2010-10-05	17	4202.3300000000045	133	1202
2010-10-05	18	5127.410000000007	156	1394
2010-10-05	19	4707.910000000005	143	1413
2010-10-05	20	4027.810000000005	117	1150
2010-10-05	21	2563.740000000002	73	779
2010-10-05	22	200.76999999999995	7	71
2010-10-06	8	51.37	4	8
2010-10-06	9	1551.460000000001	58	407
2010-10-06	10	2892.6800000000035	78	773
2010-10-06	11	3557.610000000004	107	979
2010-10-06	12	4415.5400000000045	144	1240
2010-10-06	13	4418.500000000006	119	1131
2010-10-06	14	5183.020000000008	108	1273
2010-10-06	15	3665.4800000000027	113	937
2010-10-06	16	4794.090000000004	120	1258
2010-10-06	17	4033.3700000000035	139	1155
2010-10-06	18	4162.210000000006	138	1192
2010-10-06	19	4569.350000000006	137	1299
2010-10-06	20	4263.190000000004	111	1146
2010-10-06	21	3196.4900000000034	82	827
2010-10-06	22	217.89999999999998	5	44
2010-10-07	9	2198.500000000002	72	580
2010-10-07	10	2776.420000000003	71	768
2010-10-07	11	4844.780000000007	118	1277
2010-10-07	12	3607.750000000006	113	945
2010-10-07	13	4556.7900000000045	122	1040
2010-10-07	14	4788.160000000007	119	1171
2010-10-07	15	4590.830000000007	131	1281
2010-10-07	16	3618.1200000000053	113	959
2010-10-07	17	4836.840000000007	126	1220
2010-10-07	18	5051.830000000004	148	1369
2010-10-07	19	4735.970000000007	130	1364
2010-10-07	20	3901.3800000000037	113	1033
2010-10-07	21	3009.990000000002	88	802
2010-10-07	22	413.35999999999984	4	121
2010-10-08	8	5.88	1	2
2010-10-08	9	2401.1200000000017	70	615
2010-10-08	10	3798.8100000000054	99	996
2010-10-08	11	4406.140000000005	120	1081
2010-10-08	12	5145.120000000007	142	1395
2010-10-08	13	5505.910000000003	147	1284
2010-10-08	14	4807.910000000007	137	1230
2010-10-08	15	4758.410000000007	117	1278
2010-10-08	16	5049.3000000000075	126	1404
2010-10-08	17	6086.500000000004	156	1596
2010-10-08	18	4989.900000000005	138	1345
2010-10-08	19	4324.820000000006	118	1228
2010-10-08	20	3086.890000000002	87	851
2010-10-08	21	2060.4800000000005	54	586
2010-10-08	22	256.36999999999995	4	50
2010-10-09	9	3789.2500000000045	86	981
2010-10-09	10	5461.040000000004	126	1420
2010-10-09	11	7566.359999999973	154	2083
2010-10-09	12	8265.069999999945	187	2139
2010-10-09	13	6583.369999999999	151	1722
2010-10-09	14	8049.779999999959	175	2134
2010-10-09	15	5818.640000000007	135	1609
2010-10-09	16	6649.1600000000035	155	1793
2010-10-09	17	5464.220000000006	148	1427
2010-10-09	18	5643.510000000006	140	1516
2010-10-09	19	4460.950000000005	122	1124
2010-10-09	20	3204.5700000000033	75	855
2010-10-09	21	4.2	1	7
2010-10-10	8	1.49	1	1
2010-10-10	9	4559.510000000003	95	1135
2010-10-10	10	6127.640000000003	127	1719
2010-10-10	11	7679.919999999967	148	2072
2010-10-10	12	6942.929999999997	155	1912
2010-10-10	13	7876.949999999964	154	2185
2010-10-10	14	7256.319999999991	159	2076
2010-10-10	15	7938.12999999995	172	2179
2010-10-10	16	8872.669999999911	182	2394
2010-10-10	17	7423.179999999978	185	2115
2010-10-10	18	7692.539999999969	170	2066
2010-10-10	19	5995.0700000000015	140	1684
2010-10-10	20	3529.6900000000037	85	1021
2010-10-10	21	358.6099999999999	9	117
2010-10-11	9	1830.310000000001	64	531
2010-10-11	10	3785.1300000000047	71	1048
2010-10-11	11	4258.480000000006	97	1147
2010-10-11	12	6041.310000000001	145	1584
